PARID,Address
0077P00175000000,"2651 VETERAN ST, PITTSBURGH, PA 15214"
0046S00208000000,"643 RISING MAIN AVE, PITTSBURGH, PA 15212"
0046J00009000000,"402 CHESTER AVE, PITTSBURGH, PA 15214"
0046J00292000000,"224 W BURGESS ST, PITTSBURGH, PA 15214"
0046G00031000000,No primary address specified
0046A00019000000,"2624 LELAND ST, PITTSBURGH, PA 15214"
0046G00032000000,"208 E MCINTYRE AVE, PITTSBURGH, PA 15214"
0046H00019000000,No primary address specified
0046B00078000000,"2600 PERRYSVILLE AVE, PITTSBURGH, PA 15214"
0046C00315000000,No primary address specified
0047A00072000000,"1041 SHREVE ST, PITTSBURGH, PA 15212"
0046J00244000000,"302 W BURGESS ST, PITTSBURGH, PA 15214"
0046S00156000000,"626 TOBOGGAN ST, PITTSBURGH, PA 15212"
0046B00110000000,"2525 PERRYSVILLE AVE, PITTSBURGH, PA 15214"
0045M00132000000,No primary address specified
0046J00280000000,"229 CHESTER AVE, PITTSBURGH, PA 15214"
0046A00003000000,No primary address specified
0046P00323000000,"2014 LETSCHE ST, PITTSBURGH, PA 15214"
0046B00049000000,"207 PUSEY ST, PITTSBURGH, PA 15214"
0046B00056000000,"2644 PERRYSVILLE AVE, PITTSBURGH, PA 15214"
0046C00304000000,"2453 LYZELL ST, PITTSBURGH, PA 15214"
0047F00068000000,"2 BECKFIELD ST, PITTSBURGH, PA 15212"
0046G00052000000,No primary address specified
0047H00131000000,"1820 SPRING GARDEN AVE, PITTSBURGH, PA 15212"
0046P00386000000,"105 HOOD WAY, PITTSBURGH, PA 15214"
0046J00269000000,"306 ELSDON ST, PITTSBURGH, PA 15214"
0046J00273000000,"212 CHESTER AVE, PITTSBURGH, PA 15214"
0046S00223000000,"22 SPRAIN ST, PITTSBURGH, PA 15212"
0046B00022000000,"2527 MAPLE AVE, PITTSBURGH, PA 15214"
0046G00035000000,"202 E MCINTYRE AVE, PITTSBURGH, PA 15214"
0047C00236000000,"47 SCHUBERT ST, PITTSBURGH, PA 15212"
0047C00244000000,"39 SCHUBERT ST, PITTSBURGH, PA 15212"
0046A00044000000,"2645 LELAND ST, PITTSBURGH, PA 15214"
0046A00050000000,"2652 NORWOOD AVE, PITTSBURGH, PA 15214"
0046B00092000000,"2522 PERRYSVILLE AVE, PITTSBURGH, PA 15214"
0046B00098000000,"2511 MAPLE AVE, PITTSBURGH, PA 15214"
0046P00371000000,"43 OLIVE ST, PITTSBURGH, PA 15214"
0046C00341000000,"2544 MAPLE AVE, PITTSBURGH, PA 15214"
0115C00084000000,No primary address specified
0046E00230000000,"2435 MCINTYRE PL, PITTSBURGH, PA 15214"
0047K00112000000,"56 WOESSNER AVE, PITTSBURGH, PA 15212"
0046A00225000000,"2641 LINWOOD AVE, PITTSBURGH, PA 15214"
0046F00323000000,"2337 OSGOOD ST, PITTSBURGH, PA 15214"
0046K00091000000,"2236 PERRYSVILLE AVE, PITTSBURGH, PA 15214"
0046K00159000000,"2201 FEDERAL ST EXT, PITTSBURGH, PA 15214"
0046K00161000000,"2125 FEDERAL ST EXT, PITTSBURGH, PA 15214"
0045M00403000000,"544 W BURGESS ST, PITTSBURGH, PA 15214"
0077K00024000000,"3022 VIOLA ST, PITTSBURGH, PA 15214"
0077N00106000000,No primary address specified
0046E00211000000,"2424 WILSON AVE, PITTSBURGH, PA 15214"
0047M00155000000,No primary address specified
0046B00256000000,"2639 SHELTON AVE, PITTSBURGH, PA 15214"
0046K00130000000,"2316 PERRYSVILLE AVE, PITTSBURGH, PA 15214"
0046G00256000000,"2444 HAZELTON ST, PITTSBURGH, PA 15214"
0046K00141000001,"2235 FEDERAL ST EXT, PITTSBURGH, PA 15214"
0046J00194000000,"2236 HOLYOKE ST, PITTSBURGH, PA 15214"
0047E00195000000,"84 LUELLA ST, PITTSBURGH, PA 15212"
0047E00196000000,"86 LUELLA ST, PITTSBURGH, PA 15212"
0024F00211000000,"1037 SPRING GARDEN AVE, PITTSBURGH, PA 15212"
0024G00022000000,"1239 WELSER WAY, PITTSBURGH, PA 15212"
0024G00296000000,"1148 PROVINCE ST, PITTSBURGH, PA 15212"
0046K00058000000,"200 CUTLER ST, PITTSBURGH, PA 15214"
0048F00071000000,No primary address specified
0023H00135000000,"1514 COMPROMISE ST, PITTSBURGH, PA 15212"
0047K00062000000,"35 WOESSNER AVE, PITTSBURGH, PA 15212"
0047N00123000000,"57 LAREDA ST, PITTSBURGH, PA 15212"
0047E00182000000,"65 ROYAL ST, PITTSBURGH, PA 15212"
0024A00133000000,"5 RADNER ST, PITTSBURGH, PA 15212"
0024G00006000000,"1214 VOSKAMP ST, PITTSBURGH, PA 15212"
0047N00154000000,No primary address specified
0024C00346000000,"1344 HERMAN ST, PITTSBURGH, PA 15212"
0024F00225000000,"1005 SPRING GARDEN AVE, PITTSBURGH, PA 15212"
0045M00024000000,"2443 N CHARLES ST, PITTSBURGH, PA 15214"
0024F00238000000,No primary address specified
0045M00337000000,"627 CHESTER AVE, PITTSBURGH, PA 15214"
0046A00185000000,"229 LURAY ST, PITTSBURGH, PA 15214"
0046A00186000000,"231 LURAY ST, PITTSBURGH, PA 15214"
0024H00008000000,"1347 LOWRIE ST, PITTSBURGH, PA 15212"
0047K00071000000,"19 WOESSNER AVE, PITTSBURGH, PA 15212"
0046B00243000000,No primary address specified
0048A00198000000,"2114 LIEDERTAFEL WAY, PITTSBURGH, PA 15212"
0046G00238000000,"313 E MCINTYRE AVE, PITTSBURGH, PA 15214"
0046A00184000000,"227 LURAY ST, PITTSBURGH, PA 15214"
0047E00043000000,No primary address specified
0046A00093000000,"2832 N CHARLES ST, PITTSBURGH, PA 15214"
0046B00179000000,"2615 PERRYSVILLE AVE, PITTSBURGH, PA 15214"
0046B00180000000,"2617 PERRYSVILLE AVE, PITTSBURGH, PA 15214"
0046K00023000000,"201 W BURGESS ST, PITTSBURGH, PA 15214"
0046B00129000000,"2945 N CHARLES ST, PITTSBURGH, PA 15214"
0046F00176000000,"109 MAYWOOD ST, PITTSBURGH, PA 15214"
0046G00210000000,"425 E BURGESS ST, PITTSBURGH, PA 15214"
0045D00035000000,No primary address specified
0046J00339000000,"2214 WILSON AVE, PITTSBURGH, PA 15214"
0046J00026000000,No primary address specified
0047E00052000000,"913 MINA ST, PITTSBURGH, PA 15212"
0047E00053000000,No primary address specified
0047E00056000000,"905 MINA ST, PITTSBURGH, PA 15212"
0046J00308000000,No primary address specified
0046R00123000000,"1935 MEADVILLE ST, PITTSBURGH, PA 15214"
0046P00165000000,No primary address specified
0046P00166000000,No primary address specified
0046R00059000000,"1920 MOUNTFORD AVE, PITTSBURGH, PA 15214"
0046K00329000000,"2330 MAPLE AVE, PITTSBURGH, PA 15214"
0046S00359000000,"1901 WARREN ST, PITTSBURGH, PA 15212"
0046R00022000000,"1941 MOUNTFORD AVE, PITTSBURGH, PA 15214"
0024N00039000000,"812 PHINEAS ST, PITTSBURGH, PA 15212"
0047P00151000000,"1214 YETTA AVE, PITTSBURGH, PA 15212"
0024N00115000000,"620 E OHIO ST, PITTSBURGH, PA 15212"
0047L00326000000,"1846 DAMAS ST, PITTSBURGH, PA 15212"
0024F00053000000,"1003 HIGH ST, PITTSBURGH, PA 15212"
0024C00332000000,No primary address specified
0024C00334000000,No primary address specified
0024C00335000000,"1323 TELL ST, PITTSBURGH, PA 15212"
0024N00038000000,No primary address specified
0047R00099000000,"1430 HIGH ST, PITTSBURGH, PA 15212"
0023H00122000000,"1418 COMPROMISE ST, PITTSBURGH, PA 15212"
0024C00263000000,"1328 TELL ST, PITTSBURGH, PA 15212"
0047S00310000000,"1412 CLAIM ST, PITTSBURGH, PA 15212"
0024F00390000000,"1116 PROVINCE ST, PITTSBURGH, PA 15212"
0047R00069000000,"1320 ITIN ST, PITTSBURGH, PA 15212"
0024B00322000000,"1200 HIGH ST, PITTSBURGH, PA 15212"
0024C00324000000,"1305 TELL ST, PITTSBURGH, PA 15212"
0024C00326000000,No primary address specified
0024C00328000000,No primary address specified
0024F00056000000,"1011 HIGH ST, PITTSBURGH, PA 15212"
0024P00193000000,No primary address specified
0024G00073000000,No primary address specified
0024G00076000000,No primary address specified
0024G00100000000,"1126 BRABEC ST, PITTSBURGH, PA 15212"
0024F00297000000,"1145 VOSKAMP ST, PITTSBURGH, PA 15212"
0024F00300000000,No primary address specified
0024C00141000000,"1254 HIGH ST, PITTSBURGH, PA 15212"
0047N00230000000,"74 OVERBECK ST, PITTSBURGH, PA 15212"
0047P00359000000,"106 SOLAR ST, PITTSBURGH, PA 15212"
0047S00179000000,No primary address specified
0047N00260000000,"83 SOLAR ST, PITTSBURGH, PA 15212"
0047R00036000000,"1316 ITIN ST, PITTSBURGH, PA 15212"
0047S00190000000,"1548 HATTERAS ST, PITTSBURGH, PA 15212"
0024C00192000A00,"1256 SPRING GARDEN AVE, PITTSBURGH, PA 15212"
0024C00195000000,"1261 HIGH ST, PITTSBURGH, PA 15212"
0047K00172000000,"1900 RHINE ST, PITTSBURGH, PA 15212"
0024C00171000000,"1230 SPRING GARDEN AVE, PITTSBURGH, PA 15212"
0047K00099000000,No primary address specified
0047K00100000000,No primary address specified
0024C00179000000,"1240 SPRING GARDEN AVE, PITTSBURGH, PA 15212"
0048F00090000000,"2039 LAUTNER ST, PITTSBURGH, PA 15212"
0024B00231000000,"1112 HIGH ST, PITTSBURGH, PA 15212"
0024B00236000000,"1131 ITIN ST, PITTSBURGH, PA 15212"
0024D00135000000,"1516 VALENTINE ST, PITTSBURGH, PA 15212"
0024B00193000000,"1032 GOEHRING ST, PITTSBURGH, PA 15212"
0048E00225000000,"2003 STRAUBS LN, PITTSBURGH, PA 15212"
0024C00133000000,"1266 HIGH ST, PITTSBURGH, PA 15212"
0024C00134000000,"1264 HIGH ST, PITTSBURGH, PA 15212"
0047N00303000000,"92 SOLAR ST, PITTSBURGH, PA 15212"
0076K00313000000,"3229 WARDWELL ST, PITTSBURGH, PA 15212"
0076N00052000000,"1330 COMPLETE ST, PITTSBURGH, PA 15212"
0045N00144000A00,"2316 ATMORE ST, PITTSBURGH, PA 15212"
0075R00104000000,"3146 MOUNT HOPE RD, PITTSBURGH, PA 15212"
0076J00381000000,"1315 WOODS RUN AVE, PITTSBURGH, PA 15212"
0076J00382000000,"1317 WOODS RUN AVE, PITTSBURGH, PA 15212"
0075H00153000000,"3421 GASS AVE, PITTSBURGH, PA 15212"
0075H00030000000,No primary address specified
0076J00359000000,"147 LECKY AVE, PITTSBURGH, PA 15212"
0076N00137000000,No primary address specified
0076K00160000000,"934 GRAND AVE, PITTSBURGH, PA 15212"
0075S00180000000,"3146 LECKY AVE, PITTSBURGH, PA 15212"
0076E00027000000,"1101 WOODS RUN AVE, PITTSBURGH, PA 15212"
0076K00218000000,No primary address specified
0076F00053000000,"1043 WOODS RUN AVE, PITTSBURGH, PA 15212"
0076N00200000000,"3054 FREDERICK ST, PITTSBURGH, PA 15212"
0075M00078000000,"3317 MCCLURE AVE, PITTSBURGH, PA 15212"
0045N00318000000,"2406 CALIFORNIA AVE, PITTSBURGH, PA 15212"
0045N00320000000,"2415 COLORADO ST, PITTSBURGH, PA 15212"
0045N00326000000,"2428 CALIFORNIA AVE, PITTSBURGH, PA 15212"
0045N00285000000,"1413 HALSEY PL, PITTSBURGH, PA 15212"
0075S00208000000,"138 LECKY AVE, PITTSBURGH, PA 15212"
0075F00007000000,"3537 CALIFORNIA AVE, PITTSBURGH, PA 15212"
0076K00256000000,"934 ROTHPLETZ ST, PITTSBURGH, PA 15212"
0076J00333000000,"25 COURTRIGHT ST, PITTSBURGH, PA 15212"
0075M00337000000,"143 LECKY AVE, PITTSBURGH, PA 15212"
0075M00339000000,"145 LECKY AVE, PITTSBURGH, PA 15212"
0076F00124000000,"1024 HALL ST, PITTSBURGH, PA 15212"
0076A00168000000,"3516 DIPLOMA ST, PITTSBURGH, PA 15212"
0075S00146000000,"3140 MCCLURE AVE, PITTSBURGH, PA 15212"
0045N00042000000,"2350 MCCOOK ST, PITTSBURGH, PA 15212"
0075M00012000000,"3222 RICHARDSON AVE, PITTSBURGH, PA 15212"
0076K00211000000,"18 MITCHELL ST, PITTSBURGH, PA 15212"
0076J00217000000,"3127 SORENTO ST, PITTSBURGH, PA 15212"
0075B00048000000,No primary address specified
0076L00163000000,"923 SMITHTON AVE, PITTSBURGH, PA 15212"
0075S00140000000,No primary address specified
0076L00173000000,"859 SMITHTON AVE, PITTSBURGH, PA 15212"
0076K00132000000,"3102 CENTRAL AVE, PITTSBURGH, PA 15212"
0075L00289000000,"3306 FLEMING AVE, PITTSBURGH, PA 15212"
0076F00014000000,"1018 WOODS RUN AVE, PITTSBURGH, PA 15212"
0076J00199000000,"3162 BRIGHTON RD, PITTSBURGH, PA 15212"
0076K00143000000,"1026 GRAND AVE, PITTSBURGH, PA 15212"
0076K00144000000,"1024 GRAND AVE, PITTSBURGH, PA 15212"
0076N00024000A00,"2 DAVIS ROW, PITTSBURGH, PA 15212"
0040C00160000000,"510 STRATMORE ST, PITTSBURGH, PA 15205"
0040C00161000000,"512 STRATMORE ST, PITTSBURGH, PA 15205"
0040C00162000000,"514 STRATMORE ST, PITTSBURGH, PA 15205"
0040H00176000000,"112 OBEY ST, PITTSBURGH, PA 15205"
0040G00058000000,"1551 CLAIRTONICA ST, PITTSBURGH, PA 15205"
0041H00101000000,No primary address specified
0039E00033000A00,"136 PENSDALE ST, PITTSBURGH, PA 15205"
0039E00035000000,"140 PENSDALE ST, PITTSBURGH, PA 15205"
0076J00114000000,No primary address specified
0076K00077000000,"1047 GRAND AVE, PITTSBURGH, PA 15212"
0076B00147000000,"10 RODNEY ST, PITTSBURGH, PA 15212"
0045N00181000000,"1400 HALSEY PL, PITTSBURGH, PA 15212"
0075S00108000000,No primary address specified
0075M00264000A00,"1402 LECKY AVE, PITTSBURGH, PA 15212"
0075M00265000000,No primary address specified
0045K00206000000,"1134 RIDGELAND DR, PITTSBURGH, PA 15212"
0076A00093000000,No primary address specified
0075S00126000000,"3178 MCCLURE AVE, PITTSBURGH, PA 15212"
0045K00211000000,"1152 RIDGELAND DR, PITTSBURGH, PA 15212"
0045N00224000000,"2341 ATMORE ST, PITTSBURGH, PA 15212"
0076J00140000000,"3154 SORENTO ST, PITTSBURGH, PA 15212"
0033B00226000000,"343 ARABELLA ST, PITTSBURGH, PA 15210"
0014L00097000000,No primary address specified
0014N00215000000,"422 ROCHELLE ST, PITTSBURGH, PA 15210"
0014N00219000000,"418 ROCHELLE ST, PITTSBURGH, PA 15210"
0070E00016000000,"522 W PROSPECT AVE, PITTSBURGH, PA 15205"
0091K00171000000,"85 GRANGER ST, PITTSBURGH, PA 15207"
0033K00114000000,"206 REIFERT ST, PITTSBURGH, PA 15210"
0014K00186000000,"337 JUCUNDA ST, PITTSBURGH, PA 15210"
0014K00238000000,No primary address specified
0033C00094000000,"20 GRAPE ST, PITTSBURGH, PA 15210"
0033F00074000000,"241 SUNCREST ST, PITTSBURGH, PA 15210"
0014P00214000000,"319 BAUSMAN ST, PITTSBURGH, PA 15210"
0014P00239000000,"322 BAUSMAN ST, PITTSBURGH, PA 15210"
0137A00026000000,"100 MAYTIDE ST, PITTSBURGH, PA 15227"
0014N00125000000,"426 CHARLES ST, PITTSBURGH, PA 15210"
0014P00116000000,No primary address specified
0033G00021000000,"207 KNOX AVE, PITTSBURGH, PA 15210"
0014J00085000000,"403 ORCHARD PL, PITTSBURGH, PA 15210"
0014R00216000000,"138 BAUSMAN ST, PITTSBURGH, PA 15210"
0014P00122000000,"410 GRIMES AVE, PITTSBURGH, PA 15210"
0014L00036000000,"3 AMANDA AVE, PITTSBURGH, PA 15210"
0014N00168000000,"433 ZARA ST, PITTSBURGH, PA 15210"
0014K00079000000,"309 ORCHARD PL, PITTSBURGH, PA 15210"
0033B00307000000,"225 MOORE AVE, PITTSBURGH, PA 15210"
0033E00214000000,"424 SUNCREST ST, PITTSBURGH, PA 15210"
0033B00325000000,No primary address specified
0033A00240000000,"437 PARKLOW ST, PITTSBURGH, PA 15210"
0033A00243000000,"431 PARKLOW ST, PITTSBURGH, PA 15210"
0033K00126000000,"215 REIFERT ST, PITTSBURGH, PA 15210"
0033K00128000000,"219 REIFERT ST, PITTSBURGH, PA 15210"
0014J00030000000,No primary address specified
0014J00036000000,No primary address specified
0033K00001000000,"313 REIFERT ST, PITTSBURGH, PA 15210"
0033B00129000000,"306 MATHEWS AVE, PITTSBURGH, PA 15210"
0014K00225000000,"216 JUCUNDA ST, PITTSBURGH, PA 15210"
0014L00203000000,No primary address specified
0014L00204000000,No primary address specified
0014L00205000000,No primary address specified
0033B00211000000,"313 ARABELLA ST, PITTSBURGH, PA 15210"
0033B00005000000,"339 MATHEWS AVE, PITTSBURGH, PA 15210"
0134K00275000000,"11 LEBANON RD, PITTSBURGH, PA 15207"
0033K00075000000,No primary address specified
0014K00169000000,No primary address specified
0033B00370000000,"310 MOORE AVE, PITTSBURGH, PA 15210"
0014P00109000000,"221 ROCHELLE ST, PITTSBURGH, PA 15210"
0137B00104000000,"17 STEWART AVE, PITTSBURGH, PA 15227"
0033B00249000000,"316 ARABELLA ST, PITTSBURGH, PA 15210"
0014L00160000000,"108 JUCUNDA ST, PITTSBURGH, PA 15210"
0014R00051000000,No primary address specified
0014R00059000000,"138 ZARA ST, PITTSBURGH, PA 15210"
0014K00289000000,"246 CHARLES ST, PITTSBURGH, PA 15210"
0033B00036000000,"104 GRIMES AVE, PITTSBURGH, PA 15210"
0090M00141000000,"4317 ARMORHILL AVE, HOMESTEAD, PA 15120"
0014P00264000000,"224 BAUSMAN ST, PITTSBURGH, PA 15210"
0033A00290000000,"434 ARABELLA ST, PITTSBURGH, PA 15210"
0033B00197000000,No primary address specified
0033B00198000000,No primary address specified
0014K00066000000,"235 ORCHARD PL, PITTSBURGH, PA 15210"
0033B00102000000,"112 REDLYN ST, PITTSBURGH, PA 15210"
0014K00217000000,No primary address specified
0014L00191000000,"72 KNOX AVE, PITTSBURGH, PA 15210"
0014L00195000000,No primary address specified
0033F00013000000,"236 MOORE AVE, PITTSBURGH, PA 15210"
0095R00370000000,"2362 ALMONT ST, PITTSBURGH, PA 15210"
0033F00210000000,"207 ALICE ST, PITTSBURGH, PA 15210"
0091E00023000000,"297 BALDWIN RD, PITTSBURGH, PA 15207"
0033B00354000000,"342 MOORE AVE, PITTSBURGH, PA 15210"
0033B00355000000,"340 MOORE AVE, PITTSBURGH, PA 15210"
0137A00376000000,"102 STEWART AVE, PITTSBURGH, PA 15227"
0014P00091000000,"236 ZARA ST, PITTSBURGH, PA 15210"
0014P00093000000,"232 ZARA ST, PITTSBURGH, PA 15210"
0014P00096000000,"226 ZARA ST, PITTSBURGH, PA 15210"
0014P00102000000,"216 ZARA ST, PITTSBURGH, PA 15210"
0014R00025000000,"121 ZARA ST, PITTSBURGH, PA 15210"
0033F00022000000,"218 MOORE AVE, PITTSBURGH, PA 15210"
0033A00340000000,"415 MOORE AVE, PITTSBURGH, PA 15210"
0033A00347000000,No primary address specified
0033A00348000000,No primary address specified
0014P00174000000,"226 ROCHELLE ST, PITTSBURGH, PA 15210"
0014K00110000000,"314 ORCHARD PL, PITTSBURGH, PA 15210"
0014L00100000000,No primary address specified
0014L00101000000,No primary address specified
0014L00102000000,"125 JUCUNDA ST, PITTSBURGH, PA 15210"
0135H00189000000,"648 BALDWIN RD, PITTSBURGH, PA 15207"
0135H00197000000,"662 BALDWIN RD, PITTSBURGH, PA 15207"
0135H00200000000,"662 BALDWIN RD, PITTSBURGH, PA 15207"
0014K00152000000,No primary address specified
0014K00156000000,No primary address specified
0014L00134000000,"148 JUCUNDA ST, PITTSBURGH, PA 15210"
0014L00147000000,No primary address specified
0014L00148000000,"130 JUCUNDA ST, PITTSBURGH, PA 15210"
0014J00050000000,"423 JUCUNDA ST, PITTSBURGH, PA 15210"
0033A00349000000,"408 MOORE AVE, PITTSBURGH, PA 15210"
0014P00198000000,"239 BAUSMAN ST, PITTSBURGH, PA 15210"
0014N00223000000,"410 ROCHELLE ST, PITTSBURGH, PA 15210"
0014N00226000000,No primary address specified
0184B00017000000,"4838 INTERBORO AVE, PITTSBURGH, PA 15207"
0091F00096000000,"967 GIRDER ST, HOMESTEAD, PA 15120"
0014L00151000000,No primary address specified
0014L00152000000,No primary address specified
0014J00055000000,"433 JUCUNDA ST, PITTSBURGH, PA 15210"
0014P00257000000,"238 BAUSMAN ST, PITTSBURGH, PA 15210"
0014R00219000000,"132 BAUSMAN ST, PITTSBURGH, PA 15210"
0095M00032000000,"19 CARRICK AVE, PITTSBURGH, PA 15210"
0014L00179000000,No primary address specified
0014L00187000000,"139 CHARLES ST, PITTSBURGH, PA 15210"
0014N00147000000,No primary address specified
0014K00058000000,"205 ORCHARD PL, PITTSBURGH, PA 15210"
0071G00133000000,"3681 MIDDLETOWN RD, PITTSBURGH, PA 15204"
0014R00235000000,"112 BAUSMAN ST, PITTSBURGH, PA 15210"
0014P00074000000,"322 ZARA ST, PITTSBURGH, PA 15210"
0014P00086000000,No primary address specified
0014R00012000000,"145 ZARA ST, PITTSBURGH, PA 15210"
0014R00079000000,"65 AMANDA AVE, PITTSBURGH, PA 15210"
0033F00147000000,"402 SUNCREST ST, PITTSBURGH, PA 15210"
0033B00317000000,"243 MOORE AVE, PITTSBURGH, PA 15210"
0033B00319000000,No primary address specified
0033B00320000000,No primary address specified
0033B00338000000,"339 MOORE AVE, PITTSBURGH, PA 15210"
0033B00340000000,"343 MOORE AVE, PITTSBURGH, PA 15210"
0033B00341000000,"345 MOORE AVE, PITTSBURGH, PA 15210"
0014R00023000000,No primary address specified
0033A00260000000,"417 ARABELLA ST, PITTSBURGH, PA 15210"
0033K00135000000,"237 REIFERT ST, PITTSBURGH, PA 15210"
0033K00138000000,No primary address specified
0033K00140000000,"247 REIFERT ST, PITTSBURGH, PA 15210"
0014J00042000000,"405 JUCUNDA ST, PITTSBURGH, PA 15210"
0014N00193000000,"407 ROCHELLE ST, PITTSBURGH, PA 15210"
0014P00164000000,No primary address specified
0070E00011000000,"512 W PROSPECT AVE, PITTSBURGH, PA 15205"
0045A00152000000,"2925 SHADELAND AVE, PITTSBURGH, PA 15212"
0045E00331000000,"1254 WOODLAND AVE, PITTSBURGH, PA 15212"
0045B00013000000,"2812 WADLOW ST, PITTSBURGH, PA 15212"
0045B00056000000,"2805 STAYTON ST, PITTSBURGH, PA 15212"
0045E00142000000,No primary address specified
0045A00200000000,"2918 SHADELAND AVE, PITTSBURGH, PA 15212"
0045E00352000000,"2707 FREDERICK ST, PITTSBURGH, PA 15212"
0094F00350000000,"2723 STEINER ST, PITTSBURGH, PA 15227"
0094E00240000000,No primary address specified
0116P00158000000,"231 WATSON BLVD, PITTSBURGH, PA 15214"
0044D00031000000,"1424 ECKERT ST, PITTSBURGH, PA 15212"
0094N00037000000,"2531 BROWNSVILLE RD, PITTSBURGH, PA 15210"
0044H00145000000,"2817 PITLER ST, PITTSBURGH, PA 15212"
0116K00316000000,"427 DUNLAP ST, PITTSBURGH, PA 15214"
0045B00175000000,"1100 WOODLAND AVE, PITTSBURGH, PA 15212"
0045A00302000000,"2911 BREKER ST, PITTSBURGH, PA 15212"
0060R00119000000,"121 NEWETT ST, PITTSBURGH, PA 15210"
0045A00313000000,"2817 BREKER ST, PITTSBURGH, PA 15212"
0045A00385000000,"2928 WADLOW ST, PITTSBURGH, PA 15212"
0045A00386000000,No primary address specified
0045A00390000000,"3006 VENSEL WAY, PITTSBURGH, PA 15212"
0045A00190000000,No primary address specified
0162P00086000000,"159 MONTVIEW ST, PITTSBURGH, PA 15214"
0162R00208000000,"4041 VINCETON ST, PITTSBURGH, PA 15214"
0044D00151000000,No primary address specified
0044D00153000000,No primary address specified
0116L00166000000,"3523 COLBY ST, PITTSBURGH, PA 15214"
0044D00182000000,"1540 FORSYTHE ST, PITTSBURGH, PA 15212"
0060M00268000000,"219 MEREDITH ST, PITTSBURGH, PA 15210"
0060K00203000000,"1652 MOUNT JOSEPH ST, PITTSBURGH, PA 15210"
0044D00231000000,"2843 CALIFORNIA AVE, PITTSBURGH, PA 15212"
0163K00042000000,"4109 EVERGREEN RD, PITTSBURGH, PA 15214"
0044D00006000000,"1351 OAKHILL ST, PITTSBURGH, PA 15212"
0044D00062000000,"1602 ECKERT ST, PITTSBURGH, PA 15212"
0060L00284000000,"100 E CHERRYHILL ST, PITTSBURGH, PA 15210"
0162L00004000000,"4214 PERRYSVILLE AVE, PITTSBURGH, PA 15214"
0116N00079000000,"3436 PERRYSVILLE AVE, PITTSBURGH, PA 15214"
0045B00227000000,"2709 BRIGHTON RD, PITTSBURGH, PA 15212"
0044H00256000000,No primary address specified
0162R00085000000,"329 GLENSIDE ST, PITTSBURGH, PA 15214"
0045A00166000000,"2819 SHADELAND AVE, PITTSBURGH, PA 15212"
0094A00209000000,No primary address specified
0095H00096000000,"2219 BROWNSVILLE RD, PITTSBURGH, PA 15210"
0095H00098000000,No primary address specified
0076N00300000000,No primary address specified
0045E00023000000,"1403 DICKSON ST, PITTSBURGH, PA 15212"
0045A00135000000,"2906 HARTMAN ST, PITTSBURGH, PA 15212"
0045B00034000000,No primary address specified
0060H00212000000,"228 E MEYERS ST, PITTSBURGH, PA 15210"
0116P00181000000,"185 WATSON BLVD, PITTSBURGH, PA 15214"
0045K00074000000,"1123 INGHAM ST, PITTSBURGH, PA 15212"
0044C00264000000,"3016 COHUTTA ST, PITTSBURGH, PA 15212"
0095D00099000000,"118 MADELINE ST, PITTSBURGH, PA 15210"
0045A00213000000,"3016 SHADELAND AVE, PITTSBURGH, PA 15212"
0044D00230000000,"2845 CALIFORNIA AVE, PITTSBURGH, PA 15212"
0044H00162000000,"2707 PITLER ST, PITTSBURGH, PA 15212"
0044H00273000000,"2835 CALIFORNIA AVE, PITTSBURGH, PA 15212"
0044D00104000000,"622 KNAPP ST, PITTSBURGH, PA 15212"
0095C00027000000,"230 PARKFIELD ST, PITTSBURGH, PA 15210"
0114M00145000A00,"1240 BENTON AVE, PITTSBURGH, PA 15212"
0045B00122000000,"2719 MCDOWELL ST, PITTSBURGH, PA 15212"
0044H00233000000,"2674 CALIFORNIA AVE, PITTSBURGH, PA 15212"
0044H00242000001,"2688 CALIFORNIA AVE, PITTSBURGH, PA 15212"
0090S00120000000,"4422 SWEETBAY ST, HOMESTEAD, PA 15120"
0060E00108000000,"1400 NOBLES LN, PITTSBURGH, PA 15210"
0095D00352000100,"107 DUFFLAND ST, PITTSBURGH, PA 15210"
0060M00033000000,No primary address specified
0094F00155000000,"245 SPENCER AVE, PITTSBURGH, PA 15227"
0094F00156000000,"247 SPENCER AVE, PITTSBURGH, PA 15227"
0060E00209000000,"1317 NOBLES LN, PITTSBURGH, PA 15210"
0095H00177000000,"2224 LUTZ AVE, PITTSBURGH, PA 15210"
0060L00096000000,"111 W CHERRYHILL ST, PITTSBURGH, PA 15210"
0091F00160000000,"920 ARMORHILL AVE, HOMESTEAD, PA 15120"
0184E00067000000,"1210 MIFFLIN RD, PITTSBURGH, PA 15207"
0184P00296000000,"5601 HALCHESS ST, PITTSBURGH, PA 15207"
0134A00062000000,"7 WHEELING ST, PITTSBURGH, PA 15207"
0184N00204000000,"5729 LAUDER ST, PITTSBURGH, PA 15207"
0060H00300000000,"206 ALRIES ST, PITTSBURGH, PA 15210"
0060P00187000000,No primary address specified
0134A00067000000,"3 WHEELING ST, PITTSBURGH, PA 15207"
0184N00232000000,"1151 MARGRAY ST, PITTSBURGH, PA 15207"
0135D00026000000,"572 CALERA ST, PITTSBURGH, PA 15207"
0060N00162000000,"1721 PARKFIELD ST, PITTSBURGH, PA 15210"
0133P00170000000,"4712 INTERBORO AVE, PITTSBURGH, PA 15207"
